Trial #,SVC - accuracy,SVC - balanced accuracy,SVC - f1 score,SVC - jaccard score,GradientBoosting - accuracy,GradientBoosting - balanced accuracy,GradientBoosting - f1 score,GradientBoosting - jaccard score,GaussianNB - accuracy,GaussianNB - balanced accuracy,GaussianNB - f1 score,GaussianNB - jaccard score,DecisionTree - accuracy,DecisionTree - balanced accuracy,DecisionTree - f1 score,DecisionTree - jaccard score,KNeighbors - accuracy,KNeighbors - balanced accuracy,KNeighbors - f1 score,KNeighbors - jaccard score,AdaBoost - accuracy,AdaBoost - balanced accuracy,AdaBoost - f1 score,AdaBoost - jaccard score,RandomForest - accuracy,RandomForest - balanced accuracy,RandomForest - f1 score,RandomForest - jaccard score,MLP - accuracy,MLP - balanced accuracy,MLP - f1 score,MLP - jaccard score,QuadraticDiscriminantAnalysis - accuracy,QuadraticDiscriminantAnalysis - balanced accuracy,QuadraticDiscriminantAnalysis - f1 score,QuadraticDiscriminantAnalysis - jaccard score,CatBoost - accuracy,CatBoost - balanced accuracy,CatBoost - f1 score,CatBoost - jaccard score,ExtraTrees - accuracy,ExtraTrees - balanced accuracy,ExtraTrees - f1 score,ExtraTrees - jaccard score,Bagging - accuracy,Bagging - balanced accuracy,Bagging - f1 score,Bagging - jaccard score,Ridge - accuracy,Ridge - balanced accuracy,Ridge - f1 score,Ridge - jaccard score,PassiveAggressive - accuracy,PassiveAggressive - balanced accuracy,PassiveAggressive - f1 score,PassiveAggressive - jaccard score,SGDOneClassSVM - accuracy,SGDOneClassSVM - balanced accuracy,SGDOneClassSVM - f1 score,SGDOneClassSVM - jaccard score,Dummy - accuracy,Dummy - balanced accuracy,Dummy - f1 score,Dummy - jaccard score,HistGradientBoosting - accuracy,HistGradientBoosting - balanced accuracy,HistGradientBoosting - f1 score,HistGradientBoosting - jaccard score
0,0.9836065573770492,0.9888888888888889,0.9837628448790725,0.9681774349083896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688524590163934,0.8605769230769231,0.8747445949156568,0.7843658326143227,1.0,1.0,1.0,1.0,0.7704918032786885,0.8793103448275862,0.8350691096110574,0.7299903567984571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6721311475409836,0.35344827586206895,0.7643844423015108,0.6390755173340499,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0
1,0.9672131147540983,0.975,0.9675379265543198,0.9372772630078403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.9024547803617571,0.8887013095996171,0.8017883755588674,1.0,1.0,1.0,1.0,0.6229508196721312,0.6229508196721312,0.7676767676767677,0.6229508196721312,1.0,1.0,1.0,1.0,0.9836065573770492,0.9791666666666667,0.9835414486687594,0.9676445211389129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5901639344262295,0.3103448275862069,0.7131147540983607,0.5704918032786884,0.6229508196721312,0.6229508196721312,0.7676767676767677,0.6229508196721312,1.0,1.0,1.0,1.0
2,0.9836065573770492,0.9888888888888889,0.9837628448790725,0.9681774349083896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8898550724637682,0.9036202185792349,0.8280845556514237,1.0,1.0,1.0,1.0,0.819672131147541,0.8431603773584906,0.843765421666385,0.7428658166363085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.40217391304347827,0.6200364298724954,0.5264460253634394,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8524590163934426,0.830749354005168,0.8535849253303448,0.7495488391137531,1.0,1.0,1.0,1.0,0.7704918032786885,0.875,0.8210382513661203,0.7100949094046592,1.0,1.0,1.0,1.0,0.9836065573770492,0.975,0.9834951407141806,0.9676034348165496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4918032786885246,0.3333333333333333,0.5087620124364047,0.3882657463330457,0.6885245901639344,0.6885245901639344,0.8155339805825244,0.6885245901639344,1.0,1.0,1.0,1.0
4,0.9672131147540983,0.9761904761904762,0.9676329468212715,0.9375487900078064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8524590163934426,0.8390243902439025,0.8533475498689413,0.7475409836065575,1.0,1.0,1.0,1.0,0.6885245901639344,0.7171052631578947,0.7671319925637993,0.6372629631532968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.3173076923076923,0.6115466856735566,0.47679911086412885,0.6557377049180327,0.6557377049180327,0.7920792079207921,0.6557377049180327,1.0,1.0,1.0,1.0
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9251336898395721,0.9199093017800828,0.8534998698933125,1.0,1.0,1.0,1.0,0.7049180327868853,0.7258771929824561,0.7791903646704582,0.653799563918275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5573770491803278,0.34,0.6125022518465143,0.4889272361230946,0.6721311475409836,0.6721311475409836,0.8039215686274509,0.6721311475409836,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.8930555555555555,0.9034145700008768,0.8271363794907569,1.0,1.0,1.0,1.0,0.7377049180327869,0.8644067796610169,0.822050787528126,0.7085610200364298,1.0,1.0,1.0,1.0,0.9836065573770492,0.9736842105263157,0.9834814563840599,0.9675943576057948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.36792452830188677,0.7059426229508196,0.5944779982743744,0.7049180327868853,0.7049180327868853,0.8269230769230769,0.7049180327868853,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9836065573770492,0.99,0.9838801413997422,0.9685792349726775,1.0,1.0,1.0,1.0,0.8688524590163934,0.8183962264150944,0.8793956927033107,0.7986800085160741,1.0,1.0,1.0,1.0,0.9836065573770492,0.9615384615384616,0.9833631908061519,0.9675476748076279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.3979591836734694,0.639344262295082,0.5309808280077799,0.8032786885245902,0.8032786885245902,0.8909090909090909,0.8032786885245902,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508196721311475,0.9398809523809524,0.9505234943059813,0.9062167340855866,1.0,1.0,1.0,1.0,0.6885245901639344,0.8416666666666667,0.8001329406945379,0.6729508196721311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5573770491803278,0.3695652173913043,0.5894102129263237,0.48376121249613363,0.6721311475409836,0.6721311475409836,0.8039215686274509,0.6721311475409836,1.0,1.0,1.0,1.0
9,0.9672131147540983,0.9767441860465116,0.9676856074612763,0.9377049180327869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.9131944444444444,0.9048163680264328,0.8288361673963955,1.0,1.0,1.0,1.0,0.6885245901639344,0.8416666666666667,0.8001329406945379,0.6729508196721311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.3431372549019608,0.6361368496079829,0.5133735979292494,0.6721311475409836,0.6721311475409836,0.8039215686274509,0.6721311475409836,1.0,1.0,1.0,1.0
10,0.9836065573770492,0.9893617021276595,0.9838010661512183,0.9683060109289617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8503039513677811,0.886607463058529,0.8028779599271403,1.0,1.0,1.0,1.0,0.7704918032786885,0.8833333333333333,0.8557454376739873,0.7551912568306012,1.0,1.0,1.0,1.0,0.9508196721311475,0.9166666666666667,0.9494130846129372,0.9048467569493942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5409836065573771,0.4024390243902439,0.5098925946862634,0.4107468123861567,0.7540983606557377,0.7540983606557377,0.8598130841121495,0.7540983606557377,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.9387755102040816,0.9082679971489666,0.8360655737704918,1.0,1.0,1.0,1.0,0.7213114754098361,0.8583333333333334,0.8229893530579592,0.7058287795992715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.35454545454545455,0.7176313148210104,0.5959988885801613,0.7049180327868853,0.7049180327868853,0.8269230769230769,0.7049180327868853,1.0,1.0,1.0,1.0
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9344262295081968,0.9130434782608696,0.932943013270882,0.8750975800156128,1.0,1.0,1.0,1.0,0.9344262295081968,0.9235588972431077,0.9344262295081968,0.8780782059470583,1.0,1.0,1.0,1.0,0.7540983606557377,0.868421052631579,0.8156547657616794,0.7023295944779984,1.0,1.0,1.0,1.0,0.9344262295081968,0.9130434782608696,0.932943013270882,0.8750975800156128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.37254901960784315,0.6832363828662084,0.5776453055141579,0.6885245901639344,0.6885245901639344,0.8155339805825244,0.6885245901639344,1.0,1.0,1.0,1.0
13,0.9672131147540983,0.9803921568627452,0.968375558867362,0.9398907103825137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8524590163934426,0.7673913043478261,0.8465918895599654,0.7465321563682219,1.0,1.0,1.0,1.0,0.819672131147541,0.9083333333333333,0.8868655783981396,0.8046448087431695,1.0,1.0,1.0,1.0,0.9180327868852459,0.8637820512820513,0.9168159540307589,0.8518161362905818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6885245901639344,0.40384615384615385,0.7089758156143484,0.6068352320088913,0.8032786885245902,0.8032786885245902,0.8909090909090909,0.8032786885245902,1.0,1.0,1.0,1.0
14,0.9836065573770492,0.9893617021276595,0.9838010661512183,0.9683060109289617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8656462585034014,0.8898092225098264,0.808743169398907,1.0,1.0,1.0,1.0,0.7704918032786885,0.8833333333333333,0.8557454376739873,0.7551912568306012,1.0,1.0,1.0,1.0,0.9672131147540983,0.9791666666666667,0.9680352782898998,0.9387978142076503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6557377049180327,0.37735849056603776,0.7021029971849644,0.5890525145873853,0.7540983606557377,0.7540983606557377,0.8598130841121495,0.7540983606557377,1.0,1.0,1.0,1.0
15,0.9672131147540983,0.9787234042553192,0.9679496317415063,0.9385245901639344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8709935897435898,0.8893305858968982,0.8069581056466302,1.0,1.0,1.0,1.0,0.7377049180327869,0.6228813559322034,0.8220540843491664,0.7112182577949212,0.9836065573770492,0.9891304347826086,0.9837808938813698,0.9682377049180327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6721311475409836,0.3867924528301887,0.7269989963198394,0.6249640494679322,0.7377049180327869,0.7377049180327869,0.8490566037735848,0.7377049180327869,1.0,1.0,1.0,1.0
16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.849483204134367,0.8976775956284152,0.8187014667817084,1.0,1.0,1.0,1.0,0.8688524590163934,0.8714622641509434,0.8828017883755589,0.8013357619914997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6721311475409836,0.3942307692307692,0.7060771650935586,0.602600339174675,0.7704918032786885,0.7704918032786885,0.8703703703703703,0.7704918032786885,1.0,1.0,1.0,1.0
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.9123188405797101,0.9051897957394581,0.8299616323683292,1.0,1.0,1.0,1.0,0.7213114754098361,0.8559322033898304,0.8106599887154993,0.6919758412424504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.3627450980392157,0.6652564780539397,0.5524004683840749,0.6885245901639344,0.6885245901639344,0.8155339805825244,0.6885245901639344,1.0,1.0,1.0,1.0
18,0.9836065573770492,0.9893617021276595,0.9838010661512183,0.9683060109289617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.8840277777777779,0.9171611043636427,0.8502959927140256,1.0,1.0,1.0,1.0,0.7540983606557377,0.7540983606557377,0.8598130841121495,0.7540983606557377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.37719298245614036,0.7802005411427662,0.669672131147541,0.7540983606557377,0.7540983606557377,0.8598130841121495,0.7540983606557377,1.0,1.0,1.0,1.0
19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508196721311475,0.9430091185410334,0.9514031984536552,0.9088114754098361,1.0,1.0,1.0,1.0,0.7868852459016393,0.8898305084745763,0.855177480828397,0.7584699453551912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7049180327868853,0.38392857142857145,0.774027643844423,0.6690747429841623,0.7540983606557377,0.7540983606557377,0.8598130841121495,0.7540983606557377,1.0,1.0,1.0,1.0
20,0.9344262295081968,0.9574468085106382,0.9370673952641165,0.8834244080145719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8852459016393442,0.8990384615384616,0.8913476792905666,0.8090718599778133,1.0,1.0,1.0,1.0,0.819672131147541,0.8981481481481481,0.8491194862261281,0.7495446265938069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5245901639344263,0.34782608695652173,0.5422729784490699,0.42335346563129134,0.7049180327868853,0.7049180327868853,0.8269230769230769,0.7049180327868853,1.0,1.0,1.0,1.0
21,0.9672131147540983,0.9807692307692308,0.968531018964963,0.940387481371088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.819672131147541,0.7074468085106382,0.8116410343079263,0.7027929568913175,1.0,1.0,1.0,1.0,0.8688524590163934,0.9310344827586207,0.9014658686789834,0.8330849478390462,1.0,1.0,1.0,1.0,0.9836065573770492,0.9583333333333333,0.9833329733543561,0.9675409836065573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7868852459016393,0.42105263157894735,0.8383637199325876,0.7602111697693804,0.819672131147541,0.819672131147541,0.9009009009009009,0.819672131147541,1.0,1.0,1.0,1.0
22,0.9672131147540983,0.9803921568627452,0.968375558867362,0.9398907103825137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688524590163934,0.7895136778115501,0.8651744430432955,0.7734589422149692,1.0,1.0,1.0,1.0,0.8032786885245902,0.6622807017543859,0.8450355706773894,0.7537411185646806,0.9836065573770492,0.99,0.9838801413997422,0.9685792349726775,0.9836065573770492,0.9615384615384616,0.9833631908061519,0.9675476748076279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.3804347826086957,0.5556514236410701,0.4398907103825137,0.8032786885245902,0.8032786885245902,0.8909090909090909,0.8032786885245902,1.0,1.0,1.0,1.0
23,0.9836065573770492,0.9886363636363636,0.9837465342270316,0.9681238615664846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8360655737704918,0.8350340136054422,0.8471133285816108,0.744133719061395,1.0,1.0,1.0,1.0,0.7540983606557377,0.8706896551724138,0.823660351983676,0.7131147540983607,1.0,1.0,1.0,1.0,0.9836065573770492,0.9736842105263157,0.9834814563840599,0.9675943576057948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5737704918032787,0.33653846153846156,0.6281276962899052,0.4972677595628416,0.7049180327868853,0.7049180327868853,0.8269230769230769,0.7049180327868853,1.0,1.0,1.0,1.0
24,0.9836065573770492,0.9880952380952381,0.9837179740399175,0.9680327868852459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.9361702127659575,0.9069650214780398,0.8327868852459016,1.0,1.0,1.0,1.0,0.6885245901639344,0.8416666666666667,0.8001329406945379,0.6729508196721311,1.0,1.0,1.0,1.0,0.9836065573770492,0.9761904761904762,0.9835078314353272,0.9676129548180727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.33035714285714285,0.7003549095825586,0.5661202185792349,0.6721311475409836,0.6721311475409836,0.8039215686274509,0.6721311475409836,1.0,1.0,1.0,1.0
25,0.9836065573770492,0.9891304347826086,0.9837808938813698,0.9682377049180327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9016393442622951,0.907312925170068,0.9065723254771041,0.834175506268081,1.0,1.0,1.0,1.0,0.8360655737704918,0.9090909090909092,0.8651266766020864,0.7745901639344263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.37254901960784315,0.6618852459016393,0.5477671000565292,0.7377049180327869,0.7377049180327869,0.8490566037735848,0.7377049180327869,1.0,1.0,1.0,1.0
26,0.9836065573770492,0.9895833333333333,0.9838238583708818,0.968384074941452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688524590163934,0.8239795918367347,0.8725304749894913,0.7838439284919516,1.0,1.0,1.0,1.0,0.8032786885245902,0.8983050847457628,0.865914011753789,0.775175644028103,1.0,1.0,1.0,1.0,0.9836065573770492,0.9895833333333333,0.9838238583708818,0.968384074941452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6229508196721312,0.40425531914893614,0.6229508196721312,0.5228337236533959,0.7704918032786885,0.7704918032786885,0.8703703703703703,0.7704918032786885,1.0,1.0,1.0,1.0
27,0.9836065573770492,0.9888888888888889,0.9837628448790725,0.9681774349083896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9180327868852459,0.9041666666666667,0.9188142243953628,0.8524957318304481,1.0,1.0,1.0,1.0,0.7868852459016393,0.8859649122807017,0.8391340304990687,0.7367405978784956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.3490566037735849,0.6628358965692074,0.535792349726776,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.7213114754098361,1.0,1.0,1.0,1.0
28,0.9836065573770492,0.9878048780487805,0.9837052833187713,0.9679937548790009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688524590163934,0.8615288220551378,0.8705317872850861,0.7737704918032786,1.0,1.0,1.0,1.0,0.6885245901639344,0.8389830508474576,0.7872884223561344,0.6588602654176424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065573770491803,0.33636363636363636,0.7023295944779984,0.5751837196156021,0.6557377049180327,0.6557377049180327,0.7920792079207921,0.6557377049180327,1.0,1.0,1.0,1.0
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8524590163934426,0.8435828877005347,0.8558367432041492,0.752824494623982,1.0,1.0,1.0,1.0,0.7213114754098361,0.853448275862069,0.8003772579681346,0.6795081967213116,1.0,1.0,1.0,1.0,0.9672131147540983,0.9767441860465116,0.9676856074612763,0.9377049180327869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.639344262295082,0.33620689655172414,0.749130650769995,0.618032786885246,0.6721311475409836,0.6721311475409836,0.8039215686274509,0.6721311475409836,1.0,1.0,1.0,1.0
30,0.9836065573770492,0.9871794871794872,0.9836822558134032,0.9679258731290092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9344262295081968,0.9523809523809523,0.9359094457455114,0.880256593014968,1.0,1.0,1.0,1.0,0.6557377049180327,0.8220338983050848,0.7630623626837924,0.6258018531717747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5245901639344263,0.3076923076923077,0.606193078324226,0.4703222159412097,0.6229508196721312,0.6229508196721312,0.7676767676767677,0.6229508196721312,1.0,1.0,1.0,1.0
